positive,negative,rating,comments,category
,"Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",4," Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",neutralan
"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje.","Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",6,"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje. Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",neutralan
Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou.,"Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",4,"Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou. Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",neutralan
Lokacija,"Platio više od nego što je bilo na bookingu platio parking da nisam bio obavešten dok nije doslo na naplatu, bilo je hladno u apartmanu",6,"Lokacija Platio više od nego što je bilo na bookingu platio parking da nisam bio obavešten dok nije doslo na naplatu, bilo je hladno u apartmanu",neutralan
Osoblje je za svaku pohvalu.,Smestaj je ispod proseka.,5,Osoblje je za svaku pohvalu. Smestaj je ispod proseka.,neutralan
Sacekala me voda u frizideru obicna i kisela😊,Mali apartman i buka jer je ulica i semafor odma ispod prozora😏,6,Sacekala me voda u frizideru obicna i kisela😊 Mali apartman i buka jer je ulica i semafor odma ispod prozora😏,neutralan
Prostrano kupatilo,"Mali prostor, bez kuhinje",6,"Prostrano kupatilo Mali prostor, bez kuhinje",neutralan
"Samo lokacija, lakoca pronalazenja, fina okolina i ulica u kojoj se objekat nalazi, zgrada podnosljivog kvaliteta, lakoca manipulacije sa kljucevima","parking jako komplikovan, cistoca na ne bas zavidnom nivou, kupatilo pohabano, uticnica za klimu polomljena i nemoguce je ukljuciti. Lavabo zapusen i zadrzava vodu, WC solja jako niska, daska rasklimatana",4,"Samo lokacija, lakoca pronalazenja, fina okolina i ulica u kojoj se objekat nalazi, zgrada podnosljivog kvaliteta, lakoca manipulacije sa kljucevima parking jako komplikovan, cistoca na ne bas zavidnom nivou, kupatilo pohabano, uticnica za klimu polomljena i nemoguce je ukljuciti. Lavabo zapusen i zadrzava vodu, WC solja jako niska, daska rasklimatana",neutralan
Dopala mi se samo lokacija jer je u centru grada.,"Parking je izuzetno uzan, potrebno je veliko umece parkirati na odredjena parking mesta.
Imali smo de lux sobu koja ni L od luxa nema (""Deluks Dvokrevetna Soba sa Bračnim Krevetom""). Soba je na spratu i verovatno je nastala od nekog tavanskog prostora. Pravljena je verovatno za Liliputance. Kosine u kupatilu i wc-u su uzasne. Samo dete moze da stoji a da glavom ne dodiruje plafon. Muskarci se prisecaju vojske i obuke o ciljanju na daljinu. U opisu takodje stoji da soba poseduje hidromasaznu kadu, a to nije tacno, kada je obicna.
Higijena nije na zavidnom nivou.
Nestvarno mi je da ovaj objekat moze imati tako visoku ocenu. Prosto neverovatno!",4,"Dopala mi se samo lokacija jer je u centru grada. Parking je izuzetno uzan, potrebno je veliko umece parkirati na odredjena parking mesta.
Imali smo de lux sobu koja ni L od luxa nema (""Deluks Dvokrevetna Soba sa Bračnim Krevetom""). Soba je na spratu i verovatno je nastala od nekog tavanskog prostora. Pravljena je verovatno za Liliputance. Kosine u kupatilu i wc-u su uzasne. Samo dete moze da stoji a da glavom ne dodiruje plafon. Muskarci se prisecaju vojske i obuke o ciljanju na daljinu. U opisu takodje stoji da soba poseduje hidromasaznu kadu, a to nije tacno, kada je obicna.
Higijena nije na zavidnom nivou.
Nestvarno mi je da ovaj objekat moze imati tako visoku ocenu. Prosto neverovatno!",neutralan
"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan.","Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",4,"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan. Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",neutralan
,"Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",5," Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",neutralan
Osoblje je ljubazno i objekat je čist!,"Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",6,"Osoblje je ljubazno i objekat je čist! Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",neutralan
Bilo je čisto,"Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",5,"Bilo je čisto Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",neutralan
"Lokacija je odlična, blizu centra grada i obezbeđen parking.",Naša soba je bila tik do ulice i izolacija je nikakva. Sva buka spolja se čula. Takođe bi trebalo malo više poraditi na higijeni u sobama.,5,"Lokacija je odlična, blizu centra grada i obezbeđen parking. Naša soba je bila tik do ulice i izolacija je nikakva. Sva buka spolja se čula. Takođe bi trebalo malo više poraditi na higijeni u sobama.",neutralan
"Lokacija je odlicna,sam centar.","Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",4,"Lokacija je odlicna,sam centar. Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",neutralan
"Lokacija, velicina apartmana, enterijer je ok, ali ne i u skladu sa cenom.","1. Cistoca - povedite racuna o cistoci kupatila
2. zaposlena je naplatila boravisnu taksu samo zato sto ne zna a ocita licnu kartu - misli da je ocitavanje isto sto i skeniranje, ne zna za pojam ""ocitati licnu kartu"" (adresa sa cipa je iz Beograda i taksa nije podlozna placanju samim tim, pa je imala komentar ""jel vam skupo da platite taksu"" - nije poenta u ceni vec poznavanju rada i ljubaznosti)
3. Naplata paodrkinga od 10e od uvece do ujutru je neprihvatljiva, narocito sto nije parking u garazi vec je auto bio izlozen na suncu
4. Cena vs kvalitet usluge nije relevantna",6,"Lokacija, velicina apartmana, enterijer je ok, ali ne i u skladu sa cenom. 1. Cistoca - povedite racuna o cistoci kupatila
2. zaposlena je naplatila boravisnu taksu samo zato sto ne zna a ocita licnu kartu - misli da je ocitavanje isto sto i skeniranje, ne zna za pojam ""ocitati licnu kartu"" (adresa sa cipa je iz Beograda i taksa nije podlozna placanju samim tim, pa je imala komentar ""jel vam skupo da platite taksu"" - nije poenta u ceni vec poznavanju rada i ljubaznosti)
3. Naplata paodrkinga od 10e od uvece do ujutru je neprihvatljiva, narocito sto nije parking u garazi vec je auto bio izlozen na suncu
4. Cena vs kvalitet usluge nije relevantna",neutralan
sve je super lokacija osoblje higijena,"bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",6,"sve je super lokacija osoblje higijena bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",neutralan
,"Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",4," Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",neutralan
,"Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",5," Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",neutralan
restoran doručak osoblje,"neprijatni mirisi u sobi sa djakuzijem, djakuzi je mali i ne radi, bazen zatvoren, sauna zatvorena, nije hotel sa 4 zvezdice.",5,"restoran doručak osoblje neprijatni mirisi u sobi sa djakuzijem, djakuzi je mali i ne radi, bazen zatvoren, sauna zatvorena, nije hotel sa 4 zvezdice.",neutralan
,Soba je bila prasnjava,5, Soba je bila prasnjava,neutralan
"Zaista lep ambijent, prijatna atmosfera, kao i osoblje.","Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",5,"Zaista lep ambijent, prijatna atmosfera, kao i osoblje. Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",neutralan
"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela.","Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",5,"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela. Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",neutralan
Udobno i na dobroj lokaciji.,Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,6,Udobno i na dobroj lokaciji. Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,neutralan
Dobra lokacija.,"Nedovoljan priliv svežeg vazduha, zagušljivo, kupatilo staro i raspali tuš",6,"Dobra lokacija. Nedovoljan priliv svežeg vazduha, zagušljivo, kupatilo staro i raspali tuš",neutralan
"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra",Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo,6,"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo",neutralan
Blizina centra grada,Parking je bio udaljen od smestaja nije bilo provetreno,4,Blizina centra grada Parking je bio udaljen od smestaja nije bilo provetreno,neutralan
,Klima katastrofa!,6, Klima katastrofa!,neutralan
,"Cesto dolazim u BG I uvek sam odsedao u ovaj hotel,uz sve drugo koje sam smatrao I bilo pozitivno bio je I besplatan parking.Hotel ima dva ili tri mesta za svoje goste I ako nisu bila zauzeta od nekog od gostiju moglo je da se parkira.
Od ovog boravka nije tako I hotel naplacuje svoja mesta,izgovorje bio besmislen zato sto na celom Banovom brdu nema zonskog parkiranja.
U svakom mom boravku tamo nikad nisam koristio parking mesta od hotela I nemam problem sa time ali znam sam za opciju da ima I hotelska parking mesta.Sada sam parkirao na mesta za hotel koje mi je otkljucao recepcioner I kad sam se prijavio dobio sam info da moram da platim ili da sklonim auto sto sam I uradio a I nije mi bilo prvi put da auto ostavljam na ulicu.
Sve u svemu los potez uprave,I do sada nisam nikad koristio parking a dolazio sam uvek u hotel.
Ovako gube me kao gosta I kao osobu koja je preporucivala Balkan hotel.",5," Cesto dolazim u BG I uvek sam odsedao u ovaj hotel,uz sve drugo koje sam smatrao I bilo pozitivno bio je I besplatan parking.Hotel ima dva ili tri mesta za svoje goste I ako nisu bila zauzeta od nekog od gostiju moglo je da se parkira.
Od ovog boravka nije tako I hotel naplacuje svoja mesta,izgovorje bio besmislen zato sto na celom Banovom brdu nema zonskog parkiranja.
U svakom mom boravku tamo nikad nisam koristio parking mesta od hotela I nemam problem sa time ali znam sam za opciju da ima I hotelska parking mesta.Sada sam parkirao na mesta za hotel koje mi je otkljucao recepcioner I kad sam se prijavio dobio sam info da moram da platim ili da sklonim auto sto sam I uradio a I nije mi bilo prvi put da auto ostavljam na ulicu.
Sve u svemu los potez uprave,I do sada nisam nikad koristio parking a dolazio sam uvek u hotel.
Ovako gube me kao gosta I kao osobu koja je preporucivala Balkan hotel.",neutralan
,Veliki broj migranata,5, Veliki broj migranata,neutralan
"Ljubazno osoblje.
Hrana je odlicna.","Higijena nije na zavidnom nivou,voda u hidromasaznoj kadi jako prljava,u bazenu takodje.",6,"Ljubazno osoblje.
Hrana je odlicna. Higijena nije na zavidnom nivou,voda u hidromasaznoj kadi jako prljava,u bazenu takodje.",neutralan
"Ljubaznost osoblja, higijena, doručak.",Smestaj u pretesnoj sobici bez pravog prozora.,4,"Ljubaznost osoblja, higijena, doručak. Smestaj u pretesnoj sobici bez pravog prozora.",neutralan
,"Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",6," Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",neutralan
Lokacija odlicna,"Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",4,"Lokacija odlicna Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",neutralan
"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije","skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",5,"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",neutralan
Udobnost kreveta,"Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",5,"Udobnost kreveta Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",neutralan
"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri.","Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",6,"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri. Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",neutralan
Higijena i dorucak su dobri.,"Ispod sobe u kojoj sam boravila nalazi se uredjaj od ventilacije kuhinje koji je neprestano brujao i po danu i po noci. Obavjestila sam recepciju i rekli su da ce noću da ugase ali nisu ni jednu od 3 noći koje sam provela. Uglavnom cu pamtiti boravak po neprospavanim noćima.
Hotel ima dosta prednosti ali ovakvi propusti nisu korektni za novac koji sam platila.",5,"Higijena i dorucak su dobri. Ispod sobe u kojoj sam boravila nalazi se uredjaj od ventilacije kuhinje koji je neprestano brujao i po danu i po noci. Obavjestila sam recepciju i rekli su da ce noću da ugase ali nisu ni jednu od 3 noći koje sam provela. Uglavnom cu pamtiti boravak po neprospavanim noćima.
Hotel ima dosta prednosti ali ovakvi propusti nisu korektni za novac koji sam platila.",neutralan
Lokacija i osoblje,Higijena,6,Lokacija i osoblje Higijena,neutralan
"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska.","Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",6,"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska. Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",neutralan
"Veoma ljubazni konobari u restoranu. Komunikacija sa osobljem na recepciji prihvatljiva. Doručak i večera na visokom nivou, čista 10.","Osoblje bi trebalo  da bolje očisti apartman. Fen u
 kupatilu  nije radio.",5,"Veoma ljubazni konobari u restoranu. Komunikacija sa osobljem na recepciji prihvatljiva. Doručak i večera na visokom nivou, čista 10. Osoblje bi trebalo  da bolje očisti apartman. Fen u
 kupatilu  nije radio.",neutralan
"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂",Sve je bilo u redu.,6,"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂 Sve je bilo u redu.",neutralan
