positive,negative,rating,comments,category
"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska.","Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",4,"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska. Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",neutralan
Udoban ležaj. Ukusan doručak,"Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",5,"Udoban ležaj. Ukusan doručak Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",neutralan
,Soba je bila prasnjava,5, Soba je bila prasnjava,neutralan
Dobra Lokacija. Ima svoj parking. Ljubazno osoblje,"Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",5,"Dobra Lokacija. Ima svoj parking. Ljubazno osoblje Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",neutralan
restoran doručak osoblje,"neprijatni mirisi u sobi sa djakuzijem, djakuzi je mali i ne radi, bazen zatvoren, sauna zatvorena, nije hotel sa 4 zvezdice.",5,"restoran doručak osoblje neprijatni mirisi u sobi sa djakuzijem, djakuzi je mali i ne radi, bazen zatvoren, sauna zatvorena, nije hotel sa 4 zvezdice.",neutralan
"Dobra lokacija, čisto.","Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",5,"Dobra lokacija, čisto. Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",neutralan
,"Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",4," Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",neutralan
Bilo je čisto,"Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",5,"Bilo je čisto Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",neutralan
"Jako lep koncept, bašta, atmosfera među ljudima koji su tu. Zaposleni su prijatni. Dobar enterijer, dobra lokacija.","U zamrzivacu nije bilo ni leda, stan je generalno bio loše očišćen, dosta svetala nije radilo ili su trepetale na izmaku.

Zavese u dnevnoj imaju velike rupe u sebi, sa ulaza smo videli ostatke proslih gostiju po podovima.

Cena (koja je klasična za tržište i lokaciju koju nudi) mora da pokrije da apartman bude očuvan i čist.",5,"Jako lep koncept, bašta, atmosfera među ljudima koji su tu. Zaposleni su prijatni. Dobar enterijer, dobra lokacija. U zamrzivacu nije bilo ni leda, stan je generalno bio loše očišćen, dosta svetala nije radilo ili su trepetale na izmaku.

Zavese u dnevnoj imaju velike rupe u sebi, sa ulaza smo videli ostatke proslih gostiju po podovima.

Cena (koja je klasična za tržište i lokaciju koju nudi) mora da pokrije da apartman bude očuvan i čist.",neutralan
"Interesantna lokacija, rustičnim stil, dovoljno prostora","Paučina, prašina, neudoban dušek. Tokom noći nije bilo vode.",5,"Interesantna lokacija, rustičnim stil, dovoljno prostora Paučina, prašina, neudoban dušek. Tokom noći nije bilo vode.",neutralan
,"Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",5," Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",neutralan
"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska.","Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",6,"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska. Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",neutralan
,Klima katastrofa!,6, Klima katastrofa!,neutralan
Osoblje je za svaku pohvalu.,Smestaj je ispod proseka.,5,Osoblje je za svaku pohvalu. Smestaj je ispod proseka.,neutralan
Lokacija dobra. Domacin ljubazan i korektan.,Namestaj u stanu u losem stanju. Soba u koju smo usli osecala se na pusacki dim.,6,Lokacija dobra. Domacin ljubazan i korektan. Namestaj u stanu u losem stanju. Soba u koju smo usli osecala se na pusacki dim.,neutralan
Parking i blizina centra.,Apartman se osećao na mačiju mokraću i bilo je bučno.,6,Parking i blizina centra. Apartman se osećao na mačiju mokraću i bilo je bučno.,neutralan
Lokacija super!,"U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",5,"Lokacija super! U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",neutralan
"Кревет је био удобан и било је чисто, али соба коју смо добили је заиста премала, поготово за плаћени новац,  без обзира на локацију :( 
Премало дневне светлости у стану, мрачно је доста и бучно због трамваја који пролазе, а и последњег дана је била бука јер су се на спрату изнад вршили неки радови.",,6,"Кревет је био удобан и било је чисто, али соба коју смо добили је заиста премала, поготово за плаћени новац,  без обзира на локацију :( 
Премало дневне светлости у стану, мрачно је доста и бучно због трамваја који пролазе, а и последњег дана је била бука јер су се на спрату изнад вршили неки радови. ",neutralan
,"Cesto dolazim u BG I uvek sam odsedao u ovaj hotel,uz sve drugo koje sam smatrao I bilo pozitivno bio je I besplatan parking.Hotel ima dva ili tri mesta za svoje goste I ako nisu bila zauzeta od nekog od gostiju moglo je da se parkira.
Od ovog boravka nije tako I hotel naplacuje svoja mesta,izgovorje bio besmislen zato sto na celom Banovom brdu nema zonskog parkiranja.
U svakom mom boravku tamo nikad nisam koristio parking mesta od hotela I nemam problem sa time ali znam sam za opciju da ima I hotelska parking mesta.Sada sam parkirao na mesta za hotel koje mi je otkljucao recepcioner I kad sam se prijavio dobio sam info da moram da platim ili da sklonim auto sto sam I uradio a I nije mi bilo prvi put da auto ostavljam na ulicu.
Sve u svemu los potez uprave,I do sada nisam nikad koristio parking a dolazio sam uvek u hotel.
Ovako gube me kao gosta I kao osobu koja je preporucivala Balkan hotel.",5," Cesto dolazim u BG I uvek sam odsedao u ovaj hotel,uz sve drugo koje sam smatrao I bilo pozitivno bio je I besplatan parking.Hotel ima dva ili tri mesta za svoje goste I ako nisu bila zauzeta od nekog od gostiju moglo je da se parkira.
Od ovog boravka nije tako I hotel naplacuje svoja mesta,izgovorje bio besmislen zato sto na celom Banovom brdu nema zonskog parkiranja.
U svakom mom boravku tamo nikad nisam koristio parking mesta od hotela I nemam problem sa time ali znam sam za opciju da ima I hotelska parking mesta.Sada sam parkirao na mesta za hotel koje mi je otkljucao recepcioner I kad sam se prijavio dobio sam info da moram da platim ili da sklonim auto sto sam I uradio a I nije mi bilo prvi put da auto ostavljam na ulicu.
Sve u svemu los potez uprave,I do sada nisam nikad koristio parking a dolazio sam uvek u hotel.
Ovako gube me kao gosta I kao osobu koja je preporucivala Balkan hotel.",neutralan
"Veoma ljubazni konobari u restoranu. Komunikacija sa osobljem na recepciji prihvatljiva. Doručak i večera na visokom nivou, čista 10.","Osoblje bi trebalo  da bolje očisti apartman. Fen u
 kupatilu  nije radio.",5,"Veoma ljubazni konobari u restoranu. Komunikacija sa osobljem na recepciji prihvatljiva. Doručak i večera na visokom nivou, čista 10. Osoblje bi trebalo  da bolje očisti apartman. Fen u
 kupatilu  nije radio.",neutralan
"Lokacija, ljubazno osoblje, higijena objekta odlicna","Izuzetno uska garaža, pregradni zidovi veoma tanki tako da se sve čuje izmedju prostorija",6,"Lokacija, ljubazno osoblje, higijena objekta odlicna Izuzetno uska garaža, pregradni zidovi veoma tanki tako da se sve čuje izmedju prostorija",neutralan
"Samo lokacija, lakoca pronalazenja, fina okolina i ulica u kojoj se objekat nalazi, zgrada podnosljivog kvaliteta, lakoca manipulacije sa kljucevima","parking jako komplikovan, cistoca na ne bas zavidnom nivou, kupatilo pohabano, uticnica za klimu polomljena i nemoguce je ukljuciti. Lavabo zapusen i zadrzava vodu, WC solja jako niska, daska rasklimatana",4,"Samo lokacija, lakoca pronalazenja, fina okolina i ulica u kojoj se objekat nalazi, zgrada podnosljivog kvaliteta, lakoca manipulacije sa kljucevima parking jako komplikovan, cistoca na ne bas zavidnom nivou, kupatilo pohabano, uticnica za klimu polomljena i nemoguce je ukljuciti. Lavabo zapusen i zadrzava vodu, WC solja jako niska, daska rasklimatana",neutralan
Doručak i lokacija odlicni.,U hotelu nije bilo grejanja. Tek posle više urgencija je uključeno. To je pokvarilo celu sliku hotela i usluge . Prenoćište smo platili u punoj ceni uprkos čekanja na grejanje u ledenoj sobi . Iskusni menadžeri bi taj propust morali da kompenzuju bar simbolični popustom,6,Doručak i lokacija odlicni. U hotelu nije bilo grejanja. Tek posle više urgencija je uključeno. To je pokvarilo celu sliku hotela i usluge . Prenoćište smo platili u punoj ceni uprkos čekanja na grejanje u ledenoj sobi . Iskusni menadžeri bi taj propust morali da kompenzuju bar simbolični popustom,neutralan
Dorucak je bio solidan.,"Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",6,"Dorucak je bio solidan. Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",neutralan
"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri.","Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",6,"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri. Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",neutralan
"Zaista lep ambijent, prijatna atmosfera, kao i osoblje.","Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",5,"Zaista lep ambijent, prijatna atmosfera, kao i osoblje. Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",neutralan
"Osoblje ljubazno,doručak odličan kao i lokacija,čisto i uredno",Soba u kojoj je jedan prozor samo mogao da se otvori na kant,5,"Osoblje ljubazno,doručak odličan kao i lokacija,čisto i uredno Soba u kojoj je jedan prozor samo mogao da se otvori na kant",neutralan
"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂",Sve je bilo u redu.,6,"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂 Sve je bilo u redu.",neutralan
Osoblje hotela je bilo super 👍🏻.,"Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",5,"Osoblje hotela je bilo super 👍🏻. Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",neutralan
"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela.","Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",5,"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela. Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",neutralan
"Ljubaznost osoblja, higijena, doručak.",Smestaj u pretesnoj sobici bez pravog prozora.,4,"Ljubaznost osoblja, higijena, doručak. Smestaj u pretesnoj sobici bez pravog prozora.",neutralan
"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije","skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",5,"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",neutralan
"Lokacija je odlična, blizu centra grada i obezbeđen parking.",Naša soba je bila tik do ulice i izolacija je nikakva. Sva buka spolja se čula. Takođe bi trebalo malo više poraditi na higijeni u sobama.,5,"Lokacija je odlična, blizu centra grada i obezbeđen parking. Naša soba je bila tik do ulice i izolacija je nikakva. Sva buka spolja se čula. Takođe bi trebalo malo više poraditi na higijeni u sobama.",neutralan
"Lokacija je dobra, osoblje je ljubazno.",Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.,4,"Lokacija je dobra, osoblje je ljubazno. Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.",neutralan
,"Osoblje je ljubazno. Lokacija ok. Apartman je veoma prostran, ali mu nedostaje krecenje i ciscenje garniture za sedenje. U jednoj sobi nema grejanja i nemoguce je da sve svi istursiraju odjednom, jer nema dovoljno tople vode.",5," Osoblje je ljubazno. Lokacija ok. Apartman je veoma prostran, ali mu nedostaje krecenje i ciscenje garniture za sedenje. U jednoj sobi nema grejanja i nemoguce je da sve svi istursiraju odjednom, jer nema dovoljno tople vode.",neutralan
Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima.,"Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",6,"Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima. Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",neutralan
"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan.","Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",4,"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan. Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",neutralan
Ljubazna recepcionarka.Dorucak solidan.Parking za auto.,"Velika buka u smestajnoj jedinici,nema interneta nije bilo ni televizije los spa centar.",5,"Ljubazna recepcionarka.Dorucak solidan.Parking za auto. Velika buka u smestajnoj jedinici,nema interneta nije bilo ni televizije los spa centar.",neutralan
Higijena i dorucak su dobri.,"Ispod sobe u kojoj sam boravila nalazi se uredjaj od ventilacije kuhinje koji je neprestano brujao i po danu i po noci. Obavjestila sam recepciju i rekli su da ce noću da ugase ali nisu ni jednu od 3 noći koje sam provela. Uglavnom cu pamtiti boravak po neprospavanim noćima.
Hotel ima dosta prednosti ali ovakvi propusti nisu korektni za novac koji sam platila.",5,"Higijena i dorucak su dobri. Ispod sobe u kojoj sam boravila nalazi se uredjaj od ventilacije kuhinje koji je neprestano brujao i po danu i po noci. Obavjestila sam recepciju i rekli su da ce noću da ugase ali nisu ni jednu od 3 noći koje sam provela. Uglavnom cu pamtiti boravak po neprospavanim noćima.
Hotel ima dosta prednosti ali ovakvi propusti nisu korektni za novac koji sam platila.",neutralan
"Apartmani se nalaze u samom centru grada, sto je jedina prednost ovog objekta.","Posteljina je bila prljava, kao i sam apartman. Nedovoljno peskira u kupatilu.",4,"Apartmani se nalaze u samom centru grada, sto je jedina prednost ovog objekta. Posteljina je bila prljava, kao i sam apartman. Nedovoljno peskira u kupatilu.",neutralan
Prostrano kupatilo,"Mali prostor, bez kuhinje",6,"Prostrano kupatilo Mali prostor, bez kuhinje",neutralan
"Sam smestaj kao kućica lep, dorucak super.","Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",5,"Sam smestaj kao kućica lep, dorucak super. Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",neutralan
