positive,negative,rating,comments,category
"Jacuzzi, sadržaj sobe","Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",4,"Jacuzzi, sadržaj sobe Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",neutralan
lokacija,odnos dela osoblja prema gostu,5,lokacija odnos dela osoblja prema gostu,neutralan
"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije","skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",5,"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",neutralan
,"Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",6," Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",neutralan
"Doručak, lokacija",Kupatilo ke moglo biti čistije. Nema kolica za prtljag.,6,"Doručak, lokacija Kupatilo ke moglo biti čistije. Nema kolica za prtljag.",neutralan
"Dizajn, higijena","Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",6,"Dizajn, higijena Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",neutralan
Osoblje je ljubazno i objekat je čist!,"Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",6,"Osoblje je ljubazno i objekat je čist! Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",neutralan
,Klima katastrofa!,6, Klima katastrofa!,neutralan
Osoblje hotela je bilo super 👍🏻.,"Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",5,"Osoblje hotela je bilo super 👍🏻. Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",neutralan
"Ljubaznost osoblja, higijena, doručak.",Smestaj u pretesnoj sobici bez pravog prozora.,4,"Ljubaznost osoblja, higijena, doručak. Smestaj u pretesnoj sobici bez pravog prozora.",neutralan
,"Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",5," Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",neutralan
"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje.","Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",6,"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje. Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",neutralan
Osoblje je za svaku pohvalu.,Smestaj je ispod proseka.,5,Osoblje je za svaku pohvalu. Smestaj je ispod proseka.,neutralan
"Dobra lokacija, čisto.","Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",5,"Dobra lokacija, čisto. Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",neutralan
Dobra lokacija.Ima parking.,Sobe gde se ulazi sa terase...bez predsoblja.Posteljina kratka...carsafi koji dolaze do tela.,6,Dobra lokacija.Ima parking. Sobe gde se ulazi sa terase...bez predsoblja.Posteljina kratka...carsafi koji dolaze do tela.,neutralan
Blizina centra,Parking je mali,5,Blizina centra Parking je mali,neutralan
"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno.","Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",6,"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno. Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",neutralan
"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra",Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo,6,"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo",neutralan
Hrana u restoranu,"Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",6,"Hrana u restoranu Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",neutralan
Dorucak je bio solidan.,"Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",6,"Dorucak je bio solidan. Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",neutralan
"Sam smestaj kao kućica lep, dorucak super.","Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",5,"Sam smestaj kao kućica lep, dorucak super. Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",neutralan
"Osoblje je veoma ljubazno, sobe su čiste. Doručak je bio odličan.","Spa centar je mali, dosta toga nije radilo - parno kupatilo, jedan tepidarijum, vrata na slanoj sobi ne mogu da se zatvore, đakuzi nije bio u funkciji... Prvenstveno smo došli zato što ima spa i razočarali smo se. Da je barem imao bazen pa da negde provedemo vreme, ovako je stvarno promašaj",6,"Osoblje je veoma ljubazno, sobe su čiste. Doručak je bio odličan. Spa centar je mali, dosta toga nije radilo - parno kupatilo, jedan tepidarijum, vrata na slanoj sobi ne mogu da se zatvore, đakuzi nije bio u funkciji... Prvenstveno smo došli zato što ima spa i razočarali smo se. Da je barem imao bazen pa da negde provedemo vreme, ovako je stvarno promašaj",neutralan
Ljubazna recepcionarka.Dorucak solidan.Parking za auto.,"Velika buka u smestajnoj jedinici,nema interneta nije bilo ni televizije los spa centar.",5,"Ljubazna recepcionarka.Dorucak solidan.Parking za auto. Velika buka u smestajnoj jedinici,nema interneta nije bilo ni televizije los spa centar.",neutralan
"Veoma ljubazni konobari u restoranu. Komunikacija sa osobljem na recepciji prihvatljiva. Doručak i večera na visokom nivou, čista 10.","Osoblje bi trebalo  da bolje očisti apartman. Fen u
 kupatilu  nije radio.",5,"Veoma ljubazni konobari u restoranu. Komunikacija sa osobljem na recepciji prihvatljiva. Doručak i večera na visokom nivou, čista 10. Osoblje bi trebalo  da bolje očisti apartman. Fen u
 kupatilu  nije radio.",neutralan
Doručak i lokacija odlicni.,U hotelu nije bilo grejanja. Tek posle više urgencija je uključeno. To je pokvarilo celu sliku hotela i usluge . Prenoćište smo platili u punoj ceni uprkos čekanja na grejanje u ledenoj sobi . Iskusni menadžeri bi taj propust morali da kompenzuju bar simbolični popustom,6,Doručak i lokacija odlicni. U hotelu nije bilo grejanja. Tek posle više urgencija je uključeno. To je pokvarilo celu sliku hotela i usluge . Prenoćište smo platili u punoj ceni uprkos čekanja na grejanje u ledenoj sobi . Iskusni menadžeri bi taj propust morali da kompenzuju bar simbolični popustom,neutralan
"Solidan dorucak, komforne sobe","Devojke na recepciji bez osmeha, ravna linija, vrlo neprijatno iskustvo
Konobar u restoranu ne zna ni hvala da kaze ( verovatno baksis od 10% nije bio adekvatan !? )
Dobili smo sobu u prizemlju, preko puta recepcije a blizu restorana. Probudio sam se u 6h od galame, restorana  osbolja koje se dovikuje i sl. Restoran radi do 23h pa sam od buke jedva zaspao...",4,"Solidan dorucak, komforne sobe Devojke na recepciji bez osmeha, ravna linija, vrlo neprijatno iskustvo
Konobar u restoranu ne zna ni hvala da kaze ( verovatno baksis od 10% nije bio adekvatan !? )
Dobili smo sobu u prizemlju, preko puta recepcije a blizu restorana. Probudio sam se u 6h od galame, restorana  osbolja koje se dovikuje i sl. Restoran radi do 23h pa sam od buke jedva zaspao...",neutralan
"Super Lage
Bequeme Betten
Unkomplizierte Host.","Schlechte Sauberkeit, Abfluss verstopft,  Wasser im WC läuft die ganze Zeit - nachts stört.
Froteetücher alt, gräulich sratt weiss.....
...",5,"Super Lage
Bequeme Betten
Unkomplizierte Host. Schlechte Sauberkeit, Abfluss verstopft,  Wasser im WC läuft die ganze Zeit - nachts stört.
Froteetücher alt, gräulich sratt weiss.....
...",neutralan
Ljubaznost osoblja.,"Postojeći klima uređaj nije bio u stanju da zagreje ceo stan, tako da smo se smrzli.",5,"Ljubaznost osoblja. Postojeći klima uređaj nije bio u stanju da zagreje ceo stan, tako da smo se smrzli.",neutralan
,"Trebalo je da u sklopu ""romantičnog vikenda za dvoje"" dobijemo činiju voća i flašu vina, od toga ništa. Bilo je previše hladno, a njihovo jedino objašnjenje je bilo da im je ceo sistem još uvek podešen na hlađenje.",5," Trebalo je da u sklopu ""romantičnog vikenda za dvoje"" dobijemo činiju voća i flašu vina, od toga ništa. Bilo je previše hladno, a njihovo jedino objašnjenje je bilo da im je ceo sistem još uvek podešen na hlađenje.",neutralan
Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou.,"Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",4,"Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou. Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",neutralan
sve je ok osim sto su sobe neodrzavane i zapustene….osoblje je ljubazno i hotel je lep….,,6,sve je ok osim sto su sobe neodrzavane i zapustene….osoblje je ljubazno i hotel je lep…. ,neutralan
"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂",Sve je bilo u redu.,6,"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂 Sve je bilo u redu.",neutralan
,"Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",5," Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",neutralan
"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan.","Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",4,"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan. Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",neutralan
"Dorucak je bio izuzetno skroman,slican dorucku u JNA ...jaja ili pasteta","Komarci u sobi i kupatilu,skromni dorucak,pogled na skladiste iz sobe,,,",4,"Dorucak je bio izuzetno skroman,slican dorucku u JNA ...jaja ili pasteta Komarci u sobi i kupatilu,skromni dorucak,pogled na skladiste iz sobe,,,",neutralan
,Duseci su katastrofa,4, Duseci su katastrofa,neutralan
"Osoblje jako ljubazno ,","Soba bez ormana i mjesta za odlaganje stvari ,buka sa ulice u noćnim satima , neudoban ležaj , prevruće u sobi",5,"Osoblje jako ljubazno , Soba bez ormana i mjesta za odlaganje stvari ,buka sa ulice u noćnim satima , neudoban ležaj , prevruće u sobi",neutralan
,"Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",5," Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",neutralan
Doručak ok.,Parking se plaća. Buking naplaćuje boravak mnogo više nego sam hotel.,6,Doručak ok. Parking se plaća. Buking naplaćuje boravak mnogo više nego sam hotel.,neutralan
"Osoblje ljubazno,doručak odličan kao i lokacija,čisto i uredno",Soba u kojoj je jedan prozor samo mogao da se otvori na kant,5,"Osoblje ljubazno,doručak odličan kao i lokacija,čisto i uredno Soba u kojoj je jedan prozor samo mogao da se otvori na kant",neutralan
Локација,"Ужасна климатизација. Душек пропао, ""100"" година стар, чаршави кратки, јастуци као камен..",5,"Локација Ужасна климатизација. Душек пропао, ""100"" година стар, чаршави кратки, јастуци као камен..",neutralan
"veličina sobe, zadovoljavajuća cistoca","mislim da je potpuno bzvz da se naplaćuje  parking (ok, odluka hotela a 20m dalje slobodan parking), zameseteljstvo sa plaćanjem karticom  (bespotrebno rezervacija sredstava na karticu i gubitak vremena i razna potpisivanja), struktura gostiju...hmmm, možda najveći razlog za zaobići hotel",5,"veličina sobe, zadovoljavajuća cistoca mislim da je potpuno bzvz da se naplaćuje  parking (ok, odluka hotela a 20m dalje slobodan parking), zameseteljstvo sa plaćanjem karticom  (bespotrebno rezervacija sredstava na karticu i gubitak vremena i razna potpisivanja), struktura gostiju...hmmm, možda najveći razlog za zaobići hotel",neutralan
,Veliki broj migranata,5, Veliki broj migranata,neutralan
,"Cesto dolazim u BG I uvek sam odsedao u ovaj hotel,uz sve drugo koje sam smatrao I bilo pozitivno bio je I besplatan parking.Hotel ima dva ili tri mesta za svoje goste I ako nisu bila zauzeta od nekog od gostiju moglo je da se parkira.
Od ovog boravka nije tako I hotel naplacuje svoja mesta,izgovorje bio besmislen zato sto na celom Banovom brdu nema zonskog parkiranja.
U svakom mom boravku tamo nikad nisam koristio parking mesta od hotela I nemam problem sa time ali znam sam za opciju da ima I hotelska parking mesta.Sada sam parkirao na mesta za hotel koje mi je otkljucao recepcioner I kad sam se prijavio dobio sam info da moram da platim ili da sklonim auto sto sam I uradio a I nije mi bilo prvi put da auto ostavljam na ulicu.
Sve u svemu los potez uprave,I do sada nisam nikad koristio parking a dolazio sam uvek u hotel.
Ovako gube me kao gosta I kao osobu koja je preporucivala Balkan hotel.",5," Cesto dolazim u BG I uvek sam odsedao u ovaj hotel,uz sve drugo koje sam smatrao I bilo pozitivno bio je I besplatan parking.Hotel ima dva ili tri mesta za svoje goste I ako nisu bila zauzeta od nekog od gostiju moglo je da se parkira.
Od ovog boravka nije tako I hotel naplacuje svoja mesta,izgovorje bio besmislen zato sto na celom Banovom brdu nema zonskog parkiranja.
U svakom mom boravku tamo nikad nisam koristio parking mesta od hotela I nemam problem sa time ali znam sam za opciju da ima I hotelska parking mesta.Sada sam parkirao na mesta za hotel koje mi je otkljucao recepcioner I kad sam se prijavio dobio sam info da moram da platim ili da sklonim auto sto sam I uradio a I nije mi bilo prvi put da auto ostavljam na ulicu.
Sve u svemu los potez uprave,I do sada nisam nikad koristio parking a dolazio sam uvek u hotel.
Ovako gube me kao gosta I kao osobu koja je preporucivala Balkan hotel.",neutralan
Ljubaznost recepcionarke! Costa 5 ca,Buka velika buka....,5,Ljubaznost recepcionarke! Costa 5 ca Buka velika buka....,neutralan
"Higijena,lokacija","Suvise mala soba i kupatilo,skuceno",5,"Higijena,lokacija Suvise mala soba i kupatilo,skuceno",neutralan
restoran doručak osoblje,"neprijatni mirisi u sobi sa djakuzijem, djakuzi je mali i ne radi, bazen zatvoren, sauna zatvorena, nije hotel sa 4 zvezdice.",5,"restoran doručak osoblje neprijatni mirisi u sobi sa djakuzijem, djakuzi je mali i ne radi, bazen zatvoren, sauna zatvorena, nije hotel sa 4 zvezdice.",neutralan
"Dorucak dugo cekala,","smece ispod prozora, *kontejneri koji  neprijatno mirisu,  prljavi prozori, otkacene zavese,prasina,",4,"Dorucak dugo cekala, smece ispod prozora, *kontejneri koji  neprijatno mirisu,  prljavi prozori, otkacene zavese,prasina,",neutralan
,Soba je bila prasnjava,5, Soba je bila prasnjava,neutralan
"• Simpatičan apartman na dobroj lokaciji
• Vrlo lak check in","• Čistoća bi mogla biti na višem nivou
• Apartman je okrenut ka vrlo prometnoj ulici pa je buka poprilična",6,"• Simpatičan apartman na dobroj lokaciji
• Vrlo lak check in • Čistoća bi mogla biti na višem nivou
• Apartman je okrenut ka vrlo prometnoj ulici pa je buka poprilična",neutralan
,"Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",4," Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",neutralan
"Lokacija, hrana, osoblje u restoranu","U jacuzzi kadi kad smo pronašli jagodu u fazi raspadanja, i ceo apartman je jako smrdeo na kanalizaciju, svaki put kad dune vetar iz kamina je dolazio nepodnosljiv smrad.",5,"Lokacija, hrana, osoblje u restoranu U jacuzzi kadi kad smo pronašli jagodu u fazi raspadanja, i ceo apartman je jako smrdeo na kanalizaciju, svaki put kad dune vetar iz kamina je dolazio nepodnosljiv smrad.",neutralan
"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri.","Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",6,"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri. Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",neutralan
"Ljubazno osoblje.
Hrana je odlicna.","Higijena nije na zavidnom nivou,voda u hidromasaznoj kadi jako prljava,u bazenu takodje.",6,"Ljubazno osoblje.
Hrana je odlicna. Higijena nije na zavidnom nivou,voda u hidromasaznoj kadi jako prljava,u bazenu takodje.",neutralan
Dorucak je bio odličan,Spa centar je smrdeo na kanalizaciju i voda je bila zelene boje,5,Dorucak je bio odličan Spa centar je smrdeo na kanalizaciju i voda je bila zelene boje,neutralan
Apartman je lepo opremljen.,Spa centar uzasno mali za broj ljudi koji boravi u hotelu.,6,Apartman je lepo opremljen. Spa centar uzasno mali za broj ljudi koji boravi u hotelu.,neutralan
